CCLE_ID	depMapID	Name	Pathology	Site_Primary	Site_Subtype1	Site_Subtype2	Site_Subtype3	Histology	Hist_Subtype1	Hist_Subtype2	Hist_Subtype3	Gender	Life_Stage	Age	Race	Geo_Loc	inferred_ethnicity	Site_Of_Finding	Disease	Annotation_Source	Original.Source.of.Cell.Line	Characteristics	Growth.Medium	Supplements	Freezing.Medium	Doubling.Time.from.Vendor	Doubling.Time.Calculated.hrs	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	tcga_code
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000918	MOLT-16	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	female		5			African_american			CCLE	DSMZ	round to elongated single cells growing in suspention	80-90% RPMI 1640 +10-20% h. i. FBS	NA		~  30 hrs	NA	T-cell_ALL	T-cell_ALL	Leukemia:ALL	346.9044201	ALL
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000294	NB-4	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M3	NS	female		23			Caucasian			CCLE	DSMZ	"single cells in suspention, round or polymorphic cells, very few are giant cells"	90% rPMI 1640 + 10% h. i. FBS	NA		~  35-45 hrs	NA	AML	AML	Leukemia:AML	110.9067632	LAML
LCLC97TM1_LUNG	ACH-000596	LCLC-97TM1	primary	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male		44	caucasian		Caucasian			CCLE	DSMZ	"adherent epitheloid cells densely packed in islets,growing as monolayers"	80% RPMI 1640 + 20% h. i. FBS	NA		> 50 hrs	NA	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	147.9145815	NA
2313287_STOMACH	ACH-000948	23132/87	primary	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		72			Caucasian			CCLE	DSMZ	aderent epithelial cells growing as confluent monolayers	90%RPMI 1640+10% h.i FBS	n/a	10%DMSO	50 hrs	97.6	stomach	stomach	Gastric:Carcinoma	521.3552528	STAD
BHT101_THYROID	ACH-000191	BHT-101	metastasis	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	female		63			Caucasian	lymph_node		CCLE	DSMZ	epithelial- like cells growing in monolayers	80% Dulbecco's MEM +20% h.i. FBS +0.5% human serum (+0.005 lu/ml TSH +5ug/ml human insulin-cells grow also without these latter supplements)	0.5%human serum(+0.005	10%DMSO	~  2-3 days	38.5	thyroid	thyroid	Thyroid:Carcinoma	103.9713223	THCA
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000106	JVM-2	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	female		63			Caucasian		B-prolymphocytic_leukemia	CCLE	DSMZ	"lymphoblastoid, round to polygonal cells growing in clusters in suspention"	90% RPMI 1640 +10% h.i. FBS	NA		~  50-70 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	84.15284963	CLL
CAL51_BREAST	ACH-000856	CAL-51	metastasis	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		45			Caucasian	pleura	breast_cancer	CCLE	DSMZ	epithelial-like adherent cells growing in monolayers; the culture contains usually a large amount of cell debris	80% Dulbecco's MEM(4.5g/L glucose) +20% h.i.FBS	N/A	10%DMSO	>60 hrs	26.8	breast	breast	Breast:Carcinoma	206.8416265	BRCA
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000183	L-363	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		36			Caucasian		plasma_cell_leukemia	CCLE	DSMZ	SUSPENSION	RPMI-1640+ 15% FBS				60.54	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	92.88219793	MM
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000815	KM-H2	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	male		37			Asian	pleura	lymphoma	CCLE	NA	NA	NA	NA	NA	NA	NA	lymphoma_Hodgkin	lymphoma_Hodgkin	Lymphoma:Hodgkin	217.276314	NA
SIMA_AUTONOMIC_GANGLIA	ACH-000099	SIMA	primary	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	male		1.6666	caucasian	europe	Caucasian			CCLE	DSMZ	"cell shape is bipolar, cells growing as monolayer or forming foci"	90% RPMI 1640 +10% h.i. FBS	2mM L-glutamine		highly variable ~  34-100 hrs	NA	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	84.11208291	NB
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000287	NU-DUL-1	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	B_cell_lymphoma_unspecified	NS	NS	male		43	caucasian		Caucasian	cerebrospinal_fluid		CCLE	DSMZ	polymorphic cells growing singly in suspention	85% RPMI 1640 +15% h. i. FBS	NA		~  30-36 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	87.64649975	DLBC
BC3C_URINARY_TRACT	ACH-000593	BC-3C	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female		82	caucasian		Caucasian			CCLE	DSMZ	adherent monolayers	McCoy's 5A +10% FBS	NA	5% DMSO		40.7	urinary_tract	urinary_tract	Bladder:Carcinoma	117.9901815	BLCA
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000611	SU-DHL-6	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male		43			Caucasian	peritoneum	B-cell non-Hodgkin lymphoma	CCLE	DSMZ	SUSPENSION	RPMI-1640+ 20% FBS	NA	5% DMSO		48	lymphoma_DLBCL	lymphoma_DLBCL	Lymphoma:NH_B_cell	128.1284701	DLBC
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000193	KARPAS-620	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		77			Caucasian		plasma_cell_leukemia	CCLE	DSMZ	single round to polymorph cells growing in suspension	80%RPMI-1640+20% FBS	NA	10%DMSO	60 hrs	67.6	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	86.34912544	MM
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000068	REC-1	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	mantle_cell_lymphoma	NS	NS	male		61			Caucasian		mantle_cell_lymphoma	CCLE	DSMZ	small round cells growing singly or in  clumps in suspention	90% RPMI 1640 +10% h.i. FBS	NA		~  20-40 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	84.25322655	DLBC
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000751	OCI-M1	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS			62			Caucasian			CCLE	DSMZ	round cells growind singly in suspention	80-90% Iscove's MDM +10-20% h.i. FBS	NA		~  30 hrs	NA	AML	AML	Leukemia:AML	171.0793336	LAML
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000405	MEC-1	primary	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	male		61	caucasian		Caucasian		lymphoma	CCLE	DSMZ	"round  to polymorphic cells growing in suspention, singly or partly in small aggregates, a few cells  are slightly adherent"	90% Iscove's MDM +10% h. i. FBS	NA		~  40 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Leukemia:CLL	123.8583783	CLL
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000112	SIG-M5	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5a	NS	male		63			Caucasian			CCLE	DSMZ	large round cells growing singly  in suspention	80% Iscove's MDM + 20% h.i. FBS	NA		~  72 hrs	NA	AML	AML	Leukemia:AML	93.0784535	LAML
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000660	SU-DHL-5	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	female		17			Caucasian	lymph_node	B-cell non-Hodgkin lymphoma	CCLE	DSMZ	Supsension	RPMI +10%FBS	NA	5% DMSO		NA	lymphoma_DLBCL	lymphoma_DLBCL	Lymphoma:NH_B_cell	126.2473501	DLBC
BCPAP_THYROID	ACH-000456	B-CPAP	primary	thyroid	NS	NS	NS	carcinoma	papillary_carcinoma	NS	NS	female		76			Caucasian			CCLE	DSMZ	Spindle- or round-shaped cells growing adherently as monolayer	90% RPMI 1640 + 10% h.i.FBS	NA	10%DMSO	~  30 hrs	36.2	thyroid	thyroid	Thyroid:Carcinoma	112.5260944	THCA
639V_URINARY_TRACT	ACH-000973	639-V	primary	urinary_tract	ureter	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male		69	caucasian		Caucasian			CCLE	ATCC	Adherent epithelial monolayer	DMEM + 10% FBS	NA	10%DMSO		35.8	urinary_tract	urinary_tract	Bladder:Carcinoma	683.9508067	BLCA
CL11_LARGE_INTESTINE	ACH-000249	CL-11	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			CCLE	DSMZ	adherent epitheloid cells growing in monolayers and forming islets	80% mixture of Ham's F12 + Dulbecco's MEM (at 1:1) +20% h.i FBS	N/A	10%DMSO	~ 3-4 days	98.8	colorectal	colorectal	Colorectal:Carcinoma	94.32458717	COAD/READ
TT2609C02_THYROID	ACH-000716	TT2609-C02	primary	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS	male		57	caucasian		Caucasian			CCLE	DSMZ	small cells growing adherent but irregularly in monolayers	80-85% RPMI 1640 +15-20% h.i. FBS	1mM sodium pyruvate + insulin-transferrin-selentite medium supplement		~  60-80 hrs	NA	thyroid	thyroid	Thyroid:Carcinoma	147.7576774	THCA
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001121	MEC-2	primary	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	male		62	caucasian		Caucasian		lymphoma	CCLE	NA	NA	NA	NA	NA	NA	NA	lymphoma_other	B-cell_lymphoma_other	NA	NA	NA
CL34_LARGE_INTESTINE	ACH-000895	CL-34	primary	large_intestine	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		NA			Caucasian			CCLE	DSMZ	epithelial-like cells growing as monolayer; cells do not grow to complete confluency	DMEM:HAM's F12  1:1  +20% FBS	N/A	10%DMSO	~  48 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	289.0129884	COAD/READ
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000922	RCH-ACV	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	female		8			Caucasian		acute lymphoblastic leukemia	CCLE	DSMZ	small round cells growing singly or in small clumps in suspention; accasional adherent cells present	80-90% RPMI 1640 +10-20% h.i. FBS	NA		~  30-50 hrs	39.3	leukemia_other	leukemia_other	Leukemia:ALL	348.9953553	ALL
CAL120_BREAST	ACH-000212	CAL-120	metastasis	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		43			Caucasian	pleura	breast_cancer	CCLE	DSMZ	"ADHERENT CELLS, GROWING IN MONOLAYERS"	DMEM+ 10% FBS	NA	5% DMSO		52.4	breast	breast	Breast:Carcinoma	99.29632008	BRCA
647V_URINARY_TRACT	ACH-000896	647-V	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male		NA			Caucasian			CCLE	DSMZ	Adherent	DMEM +15%FBS	2 mM L-glutamine	10% DMSO		92.4	urinary_tract	urinary_tract	Bladder:Carcinoma	262.2241885	BLCA
RH18_SOFT_TISSUE	ACH-000689	RH-18	primary	soft_tissue	striated_muscle	abdomen	NS	rhabdomyosarcoma	alveolar	NS	NS	female	pediatric	2			NA			CCLE	DSMZ	"large transparent epitheloid cells, partially with long extentions, growing as monolayers"	80% RPMI 1640 +20% h.i. FBS	NA		~  60-70 hrs	NA	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Rhabdoid	138.7127299	SARC
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000369	MOLM-16	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M0	NS	female		77	asian	japan	Asian			CCLE	DSMZ	single or small clumps in suspension	RPMI-1640+20% FBS	10ng/ml GM-CSF	5% DMSO	50-80hrs	73.9	AML	AML	Leukemia:AML	136.4703782	LAML
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000487	F-36P	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS	male		68			Asian	pleura		CCLE	DSMZ	polymorph cells growing as adherent cells and singly in suspention	80% RPMI 1640 + 10% h.i.FBS	10 ng/ml GM-CSF		~  24-36 hrs	NA	AML	AML	Leukemia:AML	167.7509478	LAML
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000821	EJM	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		58			Caucasian			CCLE	DSMZ	suspension	IMDM+ 20% FBS	NA	5%DMSO		220.4	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	162.7989126	MM
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000534	WSU-DLCL2	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male		41	caucasian		Caucasian	pleura	diffuse large cell lymphoma non-cleaved type	CCLE	DSMZ	supension	RPMI-1640 + 10% FBS	NA	10%DMSO		49.3	lymphoma_DLBCL	lymphoma_DLBCL	Lymphoma:NH_B_cell	100.8372372	DLBC
JIMT1_BREAST	ACH-000711	JIMT-1	metastasis	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		62			Caucasian	pleura	breast_cancer	CCLE	DSMZ	epithelial-like cells growing in monolayers	90% Dulbecco's MEM +10% h.i. FBS	NA		~  30-40 hrs	NA	breast	breast	Breast:Carcinoma	158.027178	BRCA
ML1_THYROID	ACH-000058	ML-1	primary	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS			NA			Caucasian			CCLE	DSMZ	ADHERENT MONOLAYERS	DMEM+20% FBS	NA	5%DMSO	4-7 DAYS	66.9	thyroid	thyroid	Thyroid:Carcinoma	67.7006558	THCA
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000838	AMO-1	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		64			Asian		multiple_myeloma	CCLE	DSMZ	single suspension	RPMI-1640+20% FBS	NA	5% DMSO	50-90hrs	57.8	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	237.2233013	MM
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000745	MOLP-8	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	male		52	asian	japan	Asian			CCLE	DSMZ	"single round cells in suspention, some cells loosely adherent"	80% RPMI 1640 + 20% h. i. FBS	NA		~  40 hrs	NA	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	211.6889833	MM
COLO699_LUNG	ACH-001041	COLO-699	metastasis	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		57			Caucasian	pleura	lung_cancer	CCLE	DSMZ	"Adherent, epitheloid cells growing in monolayers"	90% RPMI 1640 + 10% h.i.FBS	N/A		~38 hrs	NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	NA	LUAD
JHUEM7_ENDOMETRIUM	ACH-000993	JHUEM-7	primary	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		58	asian	japan	Asian			CCLE	GNF						112.7	endometrium	endometrium	Endometrium:Carcinoma	1638.262089	UCEC
KP1NL_PANCREAS	ACH-001108	KP-1NL	primary	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male		69			Caucasian		Pancreatic Cancer	CCLE	NA	NA	NA	NA	NA	NA	NA	pancreas	pancreas	NA	NA	PAAD
KP1N_PANCREAS	ACH-001107	KP-1N	metastasis	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male		69	asian	japan	Caucasian	liver		CCLE	NA	NA	NA	NA	NA	NA	NA	pancreas	pancreas	NA	NA	PAAD
M059J_CENTRAL_NERVOUS_SYSTEM	ACH-001118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	GBM
MB157_BREAST	ACH-001120	MB 157	metastasis	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		48	african_american		African_american	pleura		CCLE	NA	NA	NA	NA	NA	NA	NA	breast	breast	NA	NA	BRCA
OE21_OESOPHAGUS	ACH-000544	OE21	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		74			Caucasian		oesophageal squamous cell carcinoma	CCLE	HPACC	ADHERENT EPITHELIAL;	RPMI-1640+10% FBS	2mM L-GLUTAMINE	5%DMSO		59	esophagus	esophagus	Oesophagus:Carcinoma	108.4608605	ESCA
SF8657_SKIN	ACH-001187	SF8657	normal	skin	NS	NS	NS					male		63	asian	japan	NA		stomach cancer	collaborator	NA	NA	NA	NA	NA	NA	NA	melanoma	melanoma	NA	NA	SKCM
SNUC2B_LARGE_INTESTINE	ACH-001199	SNU-C2B	primary	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		43	NA	NA	NA	NA	NA	COSMIC_MINT	NA	NA	NA	NA	NA	NA	NA	colorectal	colorectal	NA	NA	COAD/READ
NCIH2073_LUNG	ACH-000590	NCI-H2073	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		47	caucasian		Caucasian			CCLE	ATCC	adherent epithelial	RPMI-1640 + 10% FBS	NA	5%DMSO		152.5	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	121.5058245	LUAD
HN_UPPER_AERODIGESTIVE_TRACT	ACH-001090	HN	metastasis	upper_aerodigestive_tract	mouth	mouth_roof	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		60	asian	japan	Asian	lymph_node		CCLE	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	upper_aerodigestive	NA	NA	HNSC
HRT18_LARGE_INTESTINE	ACH-001091	HRT-18	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		67			NA		colon_cancer	CCLE	NA	NA	NA	NA	NA	NA	NA	colorectal	colorectal	NA	NA	COAD/READ
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA	LAML
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000034	PLB-985		haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	NS	NS			NA	NA	NA	Caucasian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	AML	AML	NA	NA	LAML
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001656	SKNO-1		haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	NS	NS			NA	NA	NA	Asian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	AML	AML	NA	NA	LAML
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000964	MOLT-3		haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male		19			Caucasian		leukaemia	COSMIC	PT-6ZZI	suspension	RPMI + 10 % FBS	NA	5% DMSO		50.9	T-cell_ALL	T-cell_ALL	Leukemia:ALL	529.6768544	ALL
HOP62_LUNG	ACH-000861	HOP-62	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			CCLE	Garraway Lab	Adherent	RPMI-1640+ 5% FBS	NA	5% DMSO		37.8	lung_NSC	lung_NSC	Lung:NSCLC_Others	236.5238841	LUAD
EKVX_LUNG	ACH-000706	EKVX	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			CCLE	Garraway Lab	Adherent	RPMI-1640+ 5% FBS	NA	5% DMSO		68.4	lung_NSC	lung_NSC	Lung:NSCLC_Others	169.3654686	LUAD
OVCAR5_OVARY	ACH-001151	OVCAR-5	primary	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female		NA			NA			CCLE	Garraway Lab	Adherent	RPMI-1640+ 5% FBS	NA	5% DMSO		28.8	ovary	ovary	Ovary:Carcinoma	NA	OV
UO31_KIDNEY	ACH-000428	UO-31	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male		NA			Caucasian			CCLE	Garraway Lab	Adherent	RPMI-1640+ 5% FBS	NA	5% DMSO		27.8	kidney	kidney	Kidney:Carcinoma	98.6867442	KIRC
TK10_KIDNEY	ACH-001208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Garraway Lab	Adherent	RPMI-1640+ 5% FBS	NA	5% DMSO		38.9	NA	kidney	NA	NA	KIRC
SF268_CENTRAL_NERVOUS_SYSTEM	ACH-000655	SF268	primary	central_nervous_system	brain	NS	NS	glioma	NS	NS	NS			NA			Caucasian			CCLE	Garraway Lab	Mix	RPMI-1640+ 5% FBS	NA	5% DMSO		63	glioma	glioma	CNS:Glioma_HighGrade	157.8096027	GBM
SF539_CENTRAL_NERVOUS_SYSTEM	ACH-000273	SF539	primary	central_nervous_system	brain	NS	NS	glioma	NS	NS	NS			NA			Caucasian			CCLE	Garraway Lab	Mix	RPMI-1640+ 5% FBS	NA	5% DMSO		105.3	glioma	glioma	CNS:Glioma_HighGrade	107.540583	LGG
SNB75_CENTRAL_NERVOUS_SYSTEM	ACH-000504	SNB75	primary	central_nervous_system	brain	NS	NS	glioma	NS	NS	NS			NA			Caucasian			CCLE	Garraway Lab	Adherent	RPMI-1640+ 5% FBS	NA	5% DMSO		54	glioma	glioma	CNS:Glioma_HighGrade	106.3647836	GBM
HOP92_LUNG	ACH-000825	HOP-92	primary	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS			NA			Caucasian			CCLE	Garraway Lab	Mix	RPMI-1640+ 5% FBS	NA	5% DMSO		122.2	lung_NSC	lung_NSC	Lung:NSCLC_Others	198.739234	NA
ACCS_URINARY_TRACT	ACH-001011	ACCS	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female		81	caucasian		NA		transitional_cell_carcinoma	CCLE	NA	NA	NA	NA	NA	NA	NA	urinary_tract	urinary_tract	NA	NA	BLCA
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000084	MUTZ-3	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M4	NS	male		29			Caucasian			CCLE	DSMZ	Suspension; Extremely slow grower	MEM + 20% FBS	10ng/ml SCF	10%DMSO		NA	AML	AML	NA	83.53472646	LAML
A427_LUNG	ACH-000757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	UNABLE TO CLASSIFY
BT12_SOFT_TISSUE	ACH-000160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACO2_LARGE_INTESTINE	ACH-000003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colorectal	NA	NA	COAD/READ
HCC2429_LUNG	ACH-000143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HCC2450_LUNG	ACH-000975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HCC461_LUNG	ACH-000339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HCC515_LUNG	ACH-000872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KD_SOFT_TISSUE	ACH-001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KPMRTRY_SOFT_TISSUE	ACH-001109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON_SOFT_TISSUE	ACH-001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCIH2004RT_SOFT_TISSUE	ACH-000533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
